Time Deltas	Message	Detail	Time (secs)
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000475
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.114269
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.001491
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.026805
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	6.5e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000748
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001993
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000369
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001544
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000394
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.101928
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	4.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.002022
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000546
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	0.040299
T4	__rrcSetup	Pci602@NrArfcn520110	0.001404
T1	__rrcSetupRequest	Pci602@NrArfcn520110	5.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.0016
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.0005
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.003223
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.109796
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000565
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.021963
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001376
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000336
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.118343
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000536
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002351
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.5e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.014394
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002334
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.1e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.017154
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.00286
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.060236
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000464
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000422
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000527
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	3.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.043999
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.8e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.102442
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.00154
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.8e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000678
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000413
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.8e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002261
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000588
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.107832
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.005216
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002331
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000377
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000507
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.022975
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001021
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.051351
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000266
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	0.001288
T4	__rrcSetup	Pci602@NrArfcn520110	0.000491
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001756
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000391
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001071
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.11314
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.8e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001466
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000427
T1	__rrcSetupRequest	Pci602@NrArfcn520110	9.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000895
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.050627
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.4e-05
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000278
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001591
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000363
T1	__rrcSetupRequest	Pci602@NrArfcn520110	8.3e-05
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.031601
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.127693
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.00057
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000589
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.1e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000375
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001844
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.011854
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000929
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.5e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.109903
T1	__rrcSetupRequest	Pci602@NrArfcn520110	0.000166
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.003363
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.5e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000522
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001063
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.3e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000429
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001145
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	0.110351
T4	__rrcSetup	Pci602@NrArfcn520110	0.001842
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001814
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.00038
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000524
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000281
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.061332
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000489
T1	__rrcSetupRequest	Pci602@NrArfcn520110	5.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.00077
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.5e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.007761
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.00052
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000283
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000982
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.058601
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000447
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.032013
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000407
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	4.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000431
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001066
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	0.115218
T4	__rrcSetup	Pci602@NrArfcn520110	0.002393
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000838
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.032078
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002242
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000517
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.104375
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.001915
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000308
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000433
T1	__rrcSetupRequest	Pci602@NrArfcn520110	5.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001838
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000391
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.003339
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.117325
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.003777
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	4.2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.0003
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000349
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000373
T1	__rrcSetupRequest	Pci602@NrArfcn520110	5.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000862
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.4e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.101452
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002067
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000458
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000436
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.041908
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.107592
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.001776
T1	__rrcSetupRequest	Pci602@NrArfcn520110	5.3e-05
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	3.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.084005
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000549
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.042013
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000879
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.112197
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.8e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000487
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.3e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000473
T1	__rrcSetupRequest	Pci602@NrArfcn520110	5.8e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.003847
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	5.1e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000488
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000724
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.037646
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001731
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000442
T1	__rrcSetupRequest	Pci602@NrArfcn520110	1.8e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.062458
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.001757
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.00185
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	6.4e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.00036
T1	__rrcSetupRequest	Pci602@NrArfcn520110	5.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002314
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.5e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000616
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.1e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.004854
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.048987
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.7e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001671
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	3.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000374
T1	__rrcSetupRequest	Pci602@NrArfcn520110	5.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002036
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.02648
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.097498
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	0.00206
T4	__rrcSetup	Pci602@NrArfcn520110	0.000482
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4e-05
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	0.054896
T4	__rrcSetup	Pci602@NrArfcn520110	0.000471
T1	__rrcSetupRequest	Pci602@NrArfcn520110	5.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002268
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.7e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000535
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.114418
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000448
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002458
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000341
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001666
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000463
T1	__rrcSetupRequest	Pci602@NrArfcn520110	5.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000944
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	0.105561
T4	__rrcSetup	Pci602@NrArfcn520110	0.002257
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002216
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.060293
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000658
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.3e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.022164
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000549
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.149075
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001386
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.119317
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002777
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.00046
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.000616
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.6e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.064147
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.060382
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.3e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.001906
T1	__rrcSetupRequest	Pci602@NrArfcn520110	5e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002336
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000405
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4.2e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001928
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.1e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000401
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002768
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.107334
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.6e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.002291
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.038075
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.9e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001465
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.8e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000423
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.3e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.00331
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	2.4e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.102718
T1	__rrcSetupRequest	Pci602@NrArfcn520110	4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.00218
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	3.3e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000385
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.00172
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	4e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.000434
T1	__rrcSetupRequest	Pci602@NrArfcn520110	2.8e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.099435
T3	______[0xB88A] NR5G MAC RACH Attempt	SUCCESS	1.9e-05
T4	__rrcSetup	Pci602@NrArfcn520110	0.002185
T1	__rrcSetupRequest	Pci602@NrArfcn520110	3.4e-05
T2	______[0xB889] NR5G MAC RACH Trigger	CONNECTION_REQUEST	0.001815
