Time Deltas	Message	Detail	Time (secs)
T3	______[0xB062] LTE MAC RACH attempt	Success	7e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.0024
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370729927)	6.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000326
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000197
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 313479813814	4.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000849
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000201
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370732012)	6.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000304
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000185
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 478743537333	3.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.024521
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000247
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370735305)	7.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000273
T3	______[0xB062] LTE MAC RACH attempt	Success	1.4e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000201
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 710291024032	5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.015481
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.0002
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370737349)	7.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000345
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000192
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 795396936746	4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001272
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000224
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370740638)	2.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000129
T3	______[0xB062] LTE MAC RACH attempt	Success	5e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	9.9e-05
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 939102984593	6.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001152
T3	______[0xB062] LTE MAC RACH attempt	Success	1e-05
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000301
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370742652)	7.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000361
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000193
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 439539524949	1.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.003587
T3	______[0xB062] LTE MAC RACH attempt	Success	1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000261
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370745948)	6.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000281
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000192
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Signalling, random Value 744575412644	3.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.006601
T3	______[0xB062] LTE MAC RACH attempt	Success	5e-06
T4	__rrcConnectionSetup	Pci478@Earfcn66786	9.9e-05
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370748094)	5.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000367
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000182
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 881308361435	1.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000358
T3	______[0xB062] LTE MAC RACH attempt	Success	6e-06
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000265
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370751491)	6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.0003
T3	______[0xB062] LTE MAC RACH attempt	Success	1.4e-05
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000309
T1	__rrcConnectionRequest	Pci402@Earfcn651 mo_Signalling, random Value 937469150924	3.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000463
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci402@Earfcn651	5.8e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370753573)	3.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000188
T3	______[0xB062] LTE MAC RACH attempt	Success	7e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000114
T1	__rrcConnectionRequest	Pci238@Earfcn651 mo_Signalling, random Value 777558244518	1.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.050084
T3	______[0xB062] LTE MAC RACH attempt	Success	2.3e-05
T4	__rrcConnectionSetup	Pci238@Earfcn651	7.8e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370757047)	5.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000281
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000187
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 792723004661	2.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000365
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.003514
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370759160)	5.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000347
T3	______[0xB062] LTE MAC RACH attempt	Success	2.9e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000234
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 173558198611	3.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.052525
T3	______[0xB062] LTE MAC RACH attempt	Success	3e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	7.8e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370762656)	6.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000347
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000185
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 362401236019	6.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000886
T3	______[0xB062] LTE MAC RACH attempt	Success	1e-05
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000155
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370764752)	3.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000157
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000119
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 569248108259	3.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.056393
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	8.6e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370768047)	8.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000208
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000201
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Signalling, random Value 911262033253	6.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000856
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000203
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370770184)	9.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000235
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000214
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370770184)	0.000127
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000298
T3	______[0xB062] LTE MAC RACH attempt	Success	1.7e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000242
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 252711740761	5.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001306
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000222
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370773669)	6.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000264
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000186
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 740033738598	4.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000584
T3	______[0xB062] LTE MAC RACH attempt	Success	7e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000132
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370775778)	4.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000219
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000174
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 1028753526243	4.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000799
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000217
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370779380)	5.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000348
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000189
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 314355471577	3.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.065857
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.00023
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370781490)	6.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000191
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000161
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 803707818111	3.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001236
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000138
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370784818)	6.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000171
T3	______[0xB062] LTE MAC RACH attempt	Success	1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000148
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 710187696727	1.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00041
T3	______[0xB062] LTE MAC RACH attempt	Success	3e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000875
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370786886)	6.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000221
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000191
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370786886)	5.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000298
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000185
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 105101408728	4.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000622
T3	______[0xB062] LTE MAC RACH attempt	Success	9e-06
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000153
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370790232)	8.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000387
T3	______[0xB062] LTE MAC RACH attempt	Success	1.7e-05
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000246
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 411975674359	3.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.048488
T3	______[0xB062] LTE MAC RACH attempt	Success	1.9e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	7e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370792340)	7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000232
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000187
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Signalling, random Value 41530492158	6.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001024
T3	______[0xB062] LTE MAC RACH attempt	Success	3e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000217
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370795838)	0.000102
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000224
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000186
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 557885541941	5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.002687
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000106
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370797962)	7.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000302
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.0002
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 1083590897625	4.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000698
T3	______[0xB062] LTE MAC RACH attempt	Success	2.2e-05
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000184
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370801473)	4.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	7.7e-05
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci283@Earfcn66786	8.1e-05
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 563637679807	5.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.012137
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000137
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370803638)	8.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00031
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000174
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370803638)	7.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000211
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000191
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 609804487452	4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.003708
T3	______[0xB062] LTE MAC RACH attempt	Success	7e-06
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000116
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370807016)	3.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.00015
T3	______[0xB062] LTE MAC RACH attempt	Success	8e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000117
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 1002827411119	5.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001064
T3	______[0xB062] LTE MAC RACH attempt	Success	1.1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.00024
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370809228)	3.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000172
T3	______[0xB062] LTE MAC RACH attempt	Success	6e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000116
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 750454405054	3.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.014011
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000238
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370812682)	3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000106
T3	______[0xB062] LTE MAC RACH attempt	Success	5e-06
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.0001
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 996359954232	3.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.011145
T3	______[0xB062] LTE MAC RACH attempt	Success	1.6e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000125
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370814870)	5.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000266
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000227
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 281441406831	3.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000381
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	6.8e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370818377)	6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.0002
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000169
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 123364323399	2.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.003253
T3	______[0xB062] LTE MAC RACH attempt	Success	9e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000207
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370820465)	5.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000236
T3	______[0xB062] LTE MAC RACH attempt	Success	1e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.00025
T1	__rrcConnectionRequest	Pci402@Earfcn651 mo_Signalling, random Value 1020064067302	3.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.004294
T3	______[0xB062] LTE MAC RACH attempt	Success	1.6e-05
T4	__rrcConnectionSetup	Pci402@Earfcn651	0.000218
T1	__rrcConnectionRequest	Pci402@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370823857)	8.5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000292
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci402@Earfcn651	0.000203
T1	__rrcConnectionRequest	Pci402@Earfcn651 mo_Signalling, random Value 738162076461	2.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000473
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci402@Earfcn651	0.000116
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370826044)	3.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000127
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000104
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370826044)	6.4e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000339
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000184
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 277345097824	1.9e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000445
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci283@Earfcn66786	9.8e-05
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370829521)	8.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000337
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000209
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 531501268145	5.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000467
T3	______[0xB062] LTE MAC RACH attempt	Success	6e-06
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000119
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370831764)	5.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000211
T3	______[0xB062] LTE MAC RACH attempt	Success	8e-06
T4	__rrcConnectionSetup	Pci283@Earfcn66786	0.000151
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 803005694463	3.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.059123
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci283@Earfcn66786	7.2e-05
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370835282)	8.8e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000324
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000228
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 1089776434518	4.1e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000341
T3	______[0xB062] LTE MAC RACH attempt	Success	4e-06
T4	__rrcConnectionSetup	Pci283@Earfcn66786	5.9e-05
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370837500)	6.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000232
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000183
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Signalling, random Value 262705417589	1.2e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000294
T3	______[0xB062] LTE MAC RACH attempt	Success	3e-06
T4	__rrcConnectionSetup	Pci478@Earfcn66786	7.6e-05
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370841139)	6.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000362
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000188
T1	__rrcConnectionRequest	Pci283@Earfcn66786 mo_Signalling, random Value 511401866016	1.6e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.052537
T3	______[0xB062] LTE MAC RACH attempt	Success	5e-06
T4	__rrcConnectionSetup	Pci283@Earfcn66786	6.9e-05
T1	__rrcConnectionRequest	Pci478@Earfcn66786 mo_Data, s-TMSI(mmec 90, m-TMSI 3370843339)	5.3e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000252
T3	______[0xB062] LTE MAC RACH attempt	Success	1.3e-05
T4	__rrcConnectionSetup	Pci478@Earfcn66786	0.000184
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Signalling, random Value 603779092663	5e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.001018
T3	______[0xB062] LTE MAC RACH attempt	Success	1.2e-05
T4	__rrcConnectionSetup	Pci394@Earfcn651	0.000206
T1	__rrcConnectionRequest	Pci394@Earfcn651 mo_Data, s-TMSI(mmec 90, m-TMSI 3370846794)	7.7e-05
T2	______[0xB061] LTE MAC RACH trigger	Connection request	0.000213
